user_id,recommended_items
26038,5935 12605 6253 5939 21326
26658,491 52 5790 1573 17974
27187,18172 3777 31361 15121 40523
27501,97686 95543 66970 38390 31533
27638,38508 1162 60631 11794 19056
27707,7321 59561 76876 93438 127447
27727,514 10899 687 6231 24725
27845,1094 650 2924 5258 3819
27931,17832 38392 99780 32829 32831
28232,31276 6253 21312 20219 3128
28739,140572 78154 55971 105007 29456
28801,1584 1590 100171 100170 63438
28972,24064 60863 52496 40406 69339
29072,9781 26250 39674 32463 7743
29146,51929 51923 51927 8631 26768
29212,25745 8788 25753 51309 315
29340,11443 36729 4600 26960 4606
29449,1573 3777 650 18172 15105
29519,355 1100 5601 2612 1546
30094,1634 19750 57110 20270 46474
30368,14139 113100 84524 94052 56406
30774,14139 113100 84524 94052 56406
30910,25195 3268 374 6914 37768
31318,357 350 1201 639 1617
32111,14139 113100 84524 94052 56406
32371,43257 17614 43255 43199 43159
32434,53783 31521 258 35032 15130
33119,14139 113100 84524 94052 56406
33317,30127 9097 29387 2013 37024
33492,144030 144035 144034 144033 144032
33552,27530 4034 27551 73399 1292
33704,3827 1097 721 6451 639
35125,5363 9795 142734 2219 62908
35517,48490 585 48454 32636 45468
35752,12953 18911 25238 670 53335
36049,19898 123666 41844 123668 1484
36125,46 3913 2803 635 27639
36396,14139 113100 84524 94052 56406
36940,21312 21326 21321 21314 5935
37187,156048 52012 52019 52018 52017
37351,32313 32617 32342 21279 5252
38059,38095 4455 38098 21671 11696
38189,2517 1098 721 514 3077
38365,347 1098 3733 1100 67077
38481,1589 43556 2407 17363 32472
38730,1766 2105 2580 4773 46
38944,40055 86573 116383 42749 65164
39189,14139 113100 84524 94052 56406
39773,1135 45190 40152 143420 143426
39778,34185 29069 88971 2924 12183
40141,1094 2924 5258 3819 947
40180,52108 50428 52110 37131 27611
40246,3176 54482 44348 113989 20305
40468,86082 86087 86081 86091 86090
41309,52012 52020 52019 52018 52017
41345,19440 156048 52014 52020 52019
41383,95536 4804 63472 5886 16341
41403,9395 16457 10903 16810 264
41629,20559 2156 10817 37164 18476
41649,1633 90220 151327 7506 7504
42051,30688 30685 30701 13398 30726
42321,14139 113100 84524 94052 56406
42617,16178 6793 51329 46 3449
42912,52011 52018 52017 52016 52015
43088,2855 12493 122720 24269 12525
43399,17974 5174 56513 56514 23089
43444,14139 113100 84524 94052 56406
44628,66726 1698 38516 1730 7204
46074,14139 113100 84524 94052 56406
46106,16789 122707 11995 29040 29041
46377,3886 7207 65669 50959 107402
46391,17349 29836 25507 12847 33750
46874,1573 356 3077 2856 24711
47353,8933 1790 33374 3801 428
47387,45955 102735 24088 13346 13348
47475,1573 382 356 353 514
47662,16499 99484 14408 13579 21690
48463,14139 113100 84524 94052 56406
48478,78687 70854 59467 9843 8510
48675,7570 1639 4726 4266 22881
48789,94 6807 17972 13856 242
49239,22483 19749 24313 1784 10558
49334,27223 27206 27207 27208 27209
49418,2154 19397 357 347 5983
49794,23918 23922 78418 140258 114147
50754,10488 97756 92523 96879 16247
50874,156048 52012 52019 52018 52017
51289,103044 9339 9335 6609 16358
51380,10696 21826 25376 11582 1342
51416,829 7392 47832 20898 5860
51445,2924 35526 12183 64895 14386
51851,14921 1017 752 56737 16245
52067,3253 15280 53779 22248 23120
52207,4461 4466 29943 99923 21170
52730,721 2885 379 2984 1097
52831,2856 8940 514 687 235
53121,8524 70922 5758 2517 37470
53574,2402 39674 7130 2227 908
53638,12985 22578 666 6765 75077
53677,37072 1604 37074 27686 37075
53760,45439 1640 70093 16181 140986
53874,3447 11878 7129 32044 50594
54382,639 1096 357 350 1201
55261,7091 3567 7422 76570 4524
55358,4472 6724 6312 37653 9507
55450,63565 51274 11448 63568 63582
55534,156048 52012 52019 52018 52017
56110,6778 12757 6799 16178 2391
56216,9638 7868 1098 7857 50
56227,28219 6801 16181 12250 16441
56317,629 6807 809 6517 12424
56439,154286 80475 53347 42532 124204
57013,350 7013 650 2886 2924
58197,1533 1548 1573 6490 271
58250,25511 76505 23322 16833 76512
58548,26574 12272 1633 7489 27978
58600,156048 52012 52019 52018 52017
58624,3338 65 5601 382 215
58695,25469 12863 25306 65196 27446
58784,14139 113100 84524 94052 56406
58798,156048 52013 52018 52017 52016
58833,374 25359 9515 257 4055
59104,35313 48045 3447 15046 124946
59135,6151 31176 123036 94667 54183
59546,19422 50678 76724 50681 50674
59782,61355 9818 124916 117234 16812
59842,20506 51801 36706 22093 36702
60155,7228 48581 56142 56145 56141
60471,625 8989 1928 4082 33605
60496,14139 113100 84524 94052 56406
61016,1094 2924 5258 3819 271
61298,8986 11220 2924 32932 3079
61873,55040 47765 38794 11221 3935
62808,9424 80655 51601 6771 9416
62908,347 2984 17976 1426 22093
62914,156048 52012 52019 52018 52017
63061,1533 11714 4446 1180 4140
63163,4146 51522 109346 89632 109344
63322,64372 25176 32084 13671 1700
63597,79698 63215 70228 7874 28400
63753,33486 19924 4461 18242 70875
63872,56684 21771 70875 18235 122049
64303,1533 382 3827 1573 347
64930,7365 8946 118772 13275 65877
65592,2259 2805 5794 2512 353
66592,156048 52012 52019 52018 52017
66908,156048 52012 52019 52018 52017
67173,59440 3043 30833 2873 152239
67354,1221 341 16448 32830 60349
67659,10574 36092 31043 3338 92053
67705,48401 35555 39538 19290 2561
67752,14139 113100 84524 94052 56406
67939,41194 2831 14634 44850 73244
69088,14139 113100 84524 94052 56406
69418,697 37651 82381 51913 7053
69428,16735 5258 2104 7593 71316
69757,40423 40418 40420 40422 40421
70134,357 19397 650 1573 1096
70534,21420 57459 9182 9185 65411
70547,9766 12001 27588 28364 48742
70649,350 382 650 3338 236
70855,7275 749 2072 227 6391
71226,17974 44046 65929 152930 152931
72027,5660 32 44 19397 15413
72461,18172 3777 15121 40523 5750
72570,9128 13973 3149 25199 99636
73454,18201 20667 15692 220 145627
73471,62388 21690 963 97603 136721
73525,22317 77086 112860 134545 51671
74032,14139 113100 84524 94052 56406
74663,12265 42070 105692 105693 105694
75611,84282 65 22374 4308 6249
76103,58781 176 14893 50329 1543
76608,125555 148405 110463 83689 110794
76720,8673 3867 42948 6929 102899
77440,50527 96166 4215 32373 112494
77641,697 375 485 382 5601
77738,11714 13285 32748 98874 4976
77942,156048 52012 52019 52018 52017
77992,43788 7913 11697 51124 9681
78016,18142 593 84282 69668 428
78100,34921 18201 9096 10698 88994
78298,14139 113100 84524 94052 56406
78784,26696 11995 54332 74700 74695
79349,1373 118632 51953 14400 51416
79426,14778 107597 14772 118841 46054
79738,28523 114422 116533 28527 77356
79802,17972 13856 639 514 697
80026,357 1096 10403 2154 350
80113,156048 52012 52019 52018 52017
80743,37258 75803 1543 73221 21568
80933,25561 52417 55601 119223 102943
81213,697 32673 4232 38071 3023
81342,15972 47598 4216 91799 128528
81375,14139 113100 84524 94052 56406
82204,751 428 3880 772 5439
82500,1044 112404 62017 117307 16278
82645,1189 9403 8788 46097 3450
82778,65 23994 10299 2325 494
82848,14139 113100 84524 94052 56406
82953,5081 50 11607 356 3735
83200,7740 4560 5750 5855 8321
83840,7118 40405 11582 93637 27060
84028,1228 1064 32673 8114 20020
84579,8251 133 30313 38378 14451
84814,14139 113100 84524 94052 56406
84989,1784 38128 39454 98022 19733
85006,2597 144747 76938 121798 121797
85011,11853 13954 18593 13950 30224
85432,44734 6319 13660 92235 45649
85921,90 93936 1853 30326 21792
85958,156048 52012 52019 52018 52017
85991,20124 5753 11949 17752 3588
86194,60298 35372 17133 39216 72841
86285,3077 1100 639 1916 20311
86316,27872 1824 711 22778 22897
86856,41956 15414 102632 69522 74736
87127,14139 113100 84524 94052 56406
87569,9781 39674 26876 5750 15117
87622,697 514 13856 13892 22209
87629,468 2805 353 52 2512
88090,9655 63107 135296 135297 135283
88699,3450 22433 2261 10438 51286
89595,14139 113100 84524 94052 56406
89700,22093 10959 4936 1813 1835
90134,124233 114089 53910 20791 16554
90275,54600 1228 794 6497 81617
90552,14722 14651 124957 124953 124952
90609,1094 2924 2275 6918 5258
90615,1096 1000 3827 2109 26471
90733,10 4468 4466 76172 18234
91295,35935 29452 91039 650 21312
92019,1037 29362 29365 29377 29366
92182,14139 113100 84524 94052 56406
92343,12618 8522 213 264 374
93312,156048 52012 52019 52018 52017
93887,226 9021 39669 9457 25369
93930,52740 30709 13671 24685 6178
94336,81073 35785 81071 81078 81083
94417,271 32 357 1548 1100
94548,14139 113100 84524 94052 56406
94665,21669 1994 21682 25104 21685
94805,350 382 355 6918 1096
94918,5511 44540 71590 13609 663
94945,19363 99705 99706 22761 93516
95321,347 2984 1426 22093 17976
95619,14139 113100 84524 94052 56406
96109,1105 1100 49200 148581 99697
96164,1792 9220 717 3916 35590
96187,15280 6612 7891 6370 3955
96756,156048 52012 52019 52018 52017
97135,1980 4773 16449 17192 293
97204,1256 6147 1250 72524 39648
97375,6253 5707 25478 21887 3541
98005,98928 98968 98973 98972 98971
98174,14139 113100 84524 94052 56406
98287,6179 14363 2988 6184 6183
98458,32456 18368 637 29328 60364
98716,4308 2493 9220 11573 18123
99109,37216 91340 10292 106925 12498
99155,156048 52012 52019 52018 52017
99208,31521 15129 236 2009 10903
99598,14139 113100 84524 94052 56406
99751,4875 11112 26025 36739 10705
99972,6806 6807 243 51355 6785
100399,7759 35330 35342 4759 35331
100521,1784 1763 4440 23226 13072
100803,472 382 350 1099 21808
101222,264 749 18950 1825 227
101236,16567 4773 7206 8784 3908
101276,697 17956 35687 22209 97984
101454,156048 52012 52019 52018 52017
101666,639 721 379 491 1097
101774,52511 44462 142240 103811 95253
101857,14139 113100 84524 94052 56406
102002,14139 113100 84524 94052 56406
102545,34582 512 1494 1806 78055
102885,19471 117594 117592 117591 117590
103027,971 3908 10417 5701 19235
103310,32368 31843 39074 39061 39062
103669,4232 23089 71762 52619 5174
104001,350 382 650 1098 3727
104796,88001 110875 110874 110877 110876
104965,7082 1367 1993 6784 18772
106202,156048 52012 52019 52018 52017
106391,31171 1236 142397 142396 142391
107447,156048 52012 52019 52018 52017
107528,86715 86705 7066 45015 59635
107952,14139 113100 84524 94052 56406
108109,3338 382 65 5601 215
108891,357 83915 16775 97982 23422
108961,14139 113100 84524 94052 56406
109308,126200 6559 70061 50565 45092
109548,18552 31 225 27533 27530
109646,2105 2805 4564 4499 7545
109809,63 63290 10463 98680 29689
110004,1393 14738 31253 13869 31912
110221,14139 113100 84524 94052 56406
110636,73763 18335 73765 28103 9801
110951,69723 4346 30398 60237 45050
111479,36639 10694 16246 16994 67408
111602,42657 18227 49864 4540 36193
111836,65501 65519 65521 65529 65528
113405,11220 2924 41515 8722 23992
113510,1096 5660 271 19397 350
113784,30029 11553 8500 30023 30021
113942,16751 50476 109781 31054 18732
114764,104086 40361 104089 104088 104087
115337,3338 1094 5258 158 5601
115389,14139 113100 84524 94052 56406
115642,29989 28572 8648 91208 14352
115791,1128 3727 8132 19192 46025
116228,9888 25984 45184 107864 47627
116670,115381 115380 29532 104934 60683
116847,2924 514 650 1098 847
116871,11991 64726 40696 7137 62916
117095,79230 4590 3077 639 1916
117355,593 1453 16008 425 6251
117952,353 6490 36660 52660 101918
118118,6779 27568 1573 32079 6793
118326,52014 52020 52019 52018 52017
118441,31627 1167 31632 31631 31629
118743,4759 73902 26440 73783 21209
119429,115113 9161 8899 42799 1635
119526,156048 52012 52019 52018 52017
119952,2513 24082 24712 24107 1916
120436,5601 697 357 721 32
120617,8875 1928 1435 53998 634
121169,84053 8497 52400 5415 4503
121312,12107 80117 58008 94968 58009
121482,8673 3949 16622 19379 8665
121594,2517 375 6509 2515 7206
121611,271 639 5601 491 5983
121662,552 1098 625 1792 4308
121757,59698 21439 7852 47101 99936
122086,14139 113100 84524 94052 56406
122087,491 1099 5601 3827 382
122260,119553 47010 119555 119556 52012
122394,14139 113100 84524 94052 56406
122653,156048 52012 52019 52018 52017
122688,14139 113100 84524 94052 56406
122826,110478 118819 108287 118811 57400
122862,75360 96084 96074 90003 61978
123738,98067 14017 10121 10122 118488
123936,68 18699 52144 56026 1831
124188,65 1094 491 20160 3338
124399,19379 10662 41231 77158 96943
124663,9768 29910 37421 26688 48955
124833,14139 113100 84524 94052 56406
125035,224 87123 87118 46230 54643
125163,150935 140774 150932 150934 1028
125183,35567 5277 194 185 187
125749,85414 129086 50014 118469 52004
125921,93098 30140 92592 5261 142680
126548,6686 32661 11217 7063 8953
126643,28208 77531 38823 81379 14884
126771,43343 26025 19552 109985 28922
127238,14139 113100 84524 94052 56406
127260,1546 2556 2283 18414 485
127289,1099 1097 650 347 1533
127607,90405 7279 36254 57213 28845
128258,22746 134417 73985 149785 149784
128444,10414 20354 17758 7279 66993
128892,28972 13371 94852 31276 41785
129287,1184 15115 15102 4566 5855
129582,146403 139341 139347 35969 146402
129765,43464 10438 7382 2649 11877
130419,76307 76308 84664 73310 84667
131287,9638 1098 687 639 2513
131400,1993 17972 24603 19157 24035
131843,6914 10903 2277 19552 2009
131876,697 375 485 382 5601
132162,7785 756 8745 836 4340
132303,52 2805 15334 38541 2259
132458,271 639 5983 5601 491
133042,114622 114621 114612 114613 114614
133480,10052 11802 56956 4125 29811
134993,14139 113100 84524 94052 56406
135249,62254 128131 65806 5464 146766
135647,78276 1899 1500 38017 36948
135701,36539 7932 11070 5922 59223
135905,1098 634 3079 491 1573
136018,11736 11724 11730 40257 90265
136346,156048 52012 52019 52018 52017
136526,156048 52012 52019 52018 52017
136595,1653 104196 52864 58082 62431
136741,156048 52012 52019 52018 52017
136883,639 350 215 7866 2856
137168,97669 11510 47394 123604 72353
137251,17779 17780 17772 17790 101396
137295,666 60994 11221 1237 26729
137522,236 2856 6494 53348 2723
137940,128841 128752 128843 128844 128845
138017,39836 41876 91706 39818 907
138722,639 11058 3952 491 357
138977,145695 66537 145693 145697 21213
138982,639 491 357 1100 3827
139306,3867 11059 6913 613 7305
139725,7772 7596 1094 1831 3286
139968,126258 91006 65416 33032 23169
140225,156048 52012 52019 52018 52017
140830,15102 5855 1184 4566 15115
141431,14139 113100 84524 94052 56406
141434,28325 5984 7099 14381 28341
141654,105947 77462 105942 105943 105945
141923,2700 7235 16442 2380 21671
142537,14139 113100 84524 94052 56406
142751,4564 9454 6494 27211 72598
142825,34403 7735 22276 10146 15949
142969,16611 63033 11417 28698 22172
143178,14139 113100 84524 94052 56406
143537,46560 18699 23994 20492 20488
144144,49849 66726 1698 1730 7204
144191,156048 52012 52019 52018 52017
144636,14139 113100 84524 94052 56406
144643,1094 2924 5258 3819 271
144750,15461 51240 28775 54392 141015
145381,36161 26087 8986 128495 22279
145533,16520 50142 7259 27609 4614
145734,5601 1916 736 112535 104935
145853,8133 15219 13659 21174 21150
146193,14139 113100 84524 94052 56406
146199,14154 293 51877 29607 11912
146286,14139 113100 84524 94052 56406
147516,84847 24060 9352 14090 2750
147664,11027 22960 22963 22971 22969
148342,69131 1604 1563 15727 66240
148749,14415 26524 3935 19261 8787
148981,15018 29854 15011 40159 70929
149198,14139 113100 84524 94052 56406
149616,14139 113100 84524 94052 56406
150039,1796 7221 1011 59901 104369
150057,1545 355 54373 16435 7235
150611,26824 29615 33046 33041 33039
150721,42049 42032 42039 42046 42035
150852,4698 33159 78966 33185 33158
150854,6776 58644 1786 7855 1993
150858,464 5152 33113 50660 4515
150949,1617 32752 3653 5081 921
150980,16582 75052 278 59661 29045
151024,25967 15395 149344 2605 106872
151528,12529 18368 2556 13731 58633
151666,14139 113100 84524 94052 56406
151707,16312 45525 115314 15213 49200
152067,26073 9221 428 8820 425
152831,30663 90442 30334 35 22696
153486,12229 12022 50816 48061 98876
153970,64245 59790 21136 16228 11613
154279,34407 68753 38760 5537 16832
154525,41802 118216 40544 48127 15646
154692,2560 3178 25142 48297 62924
155196,34135 13767 6764 34154 6767
155704,33075 18699 10299 23992 13308
155734,14139 113100 84524 94052 56406
155750,350 697 215 650 375
156207,5983 12010 17399 5211 56988
156682,10408 20102 1524 1764 1037
156731,30638 136869 136871 40831 136873
156890,39712 39703 39732 39729 38768
157018,36017 29446 18724 29435 11125
157347,60129 965 3908 21016 357
157372,1573 268 14499 356 1105
157411,44834 44850 33636 9024 15334
157436,17608 28704 3807 91782 132716
158275,14139 113100 84524 94052 56406
158445,14139 113100 84524 94052 56406
158466,88468 20202 59127 22165 54248
158759,10215 10224 10222 10218 10219
158786,107590 132004 11278 22871 63059
158919,14139 113100 84524 94052 56406
158944,14139 113100 84524 94052 56406
159617,18172 5750 4050 15121 2355
159701,12120 6300 30165 7234 12119
159921,1086 51608 94166 6589 5291
160502,19166 30696 41093 115582 12246
160533,17830 143404 116297 29924 122338
160623,59099 59101 59103 59104 59105
161242,28349 2924 156 5984 64364
161521,36690 14448 83125 79541 84600
161612,44 751 423 18524 16562
161662,14139 113100 84524 94052 56406
162063,6098 491 34965 127228 134796
162457,11451 17400 6914 2855 11587
162510,18542 7681 6793 2274 12136
162529,697 32673 4232 6724 38071
162564,96199 96202 96205 156048 52013
162646,78499 25326 144605 72467 34698
164126,14139 113100 84524 94052 56406
164502,6075 27339 27342 740 33489
165095,39836 47291 913 3573 69002
166047,36592 8310 4202 5870 82408
166280,650 491 1097 2924 350
166546,7298 71870 2960 19132 6511
166998,13955 11850 2777 128986 52839
167169,10959 22093 749 44752 27944
167292,5069 697 46278 603 1099
167793,59881 90525 60112 125465 125488
167910,650 697 375 485 382
168003,50056 50055 20634 35373 43374
168241,4043 70503 95685 105484 54557
168452,21257 27041 21734 53158 41706
168573,10344 27453 27466 14808 37608
168880,14139 113100 84524 94052 56406
168971,14139 113100 84524 94052 56406
169437,735 9096 7122 10094 26042
169786,1916 491 4723 350 1099
170008,27568 2607 19157 32101 26771
170333,90974 131566 29037 62910 62908
170601,18188 350 1098 24712 24728
170611,28513 23216 48090 28516 27417
170666,1653 52864 58082 33693 9816
171078,14139 113100 84524 94052 56406
171152,25475 17174 78166 28586 4719
171375,3134 14446 667 680 6968
171516,491 1099 215 375 5601
172325,5748 5742 11074 3866 11111
172413,47288 10155 7200 2877 39825
172636,21293 22834 81780 21643 95839
173125,9638 1916 639 10899 356
173245,14139 113100 84524 94052 56406
173555,1831 3283 38152 3037 100626
174181,357 30654 5041 18772 79911
174608,82362 60009 128998 24029 10942
174882,14139 113100 84524 94052 56406
175027,52686 52690 52693 52696 52697
175162,14139 113100 84524 94052 56406
175344,17091 6739 30247 3542 32855
175369,14139 113100 84524 94052 56406
175546,1511 33693 30204 7544 26934
175644,1533 84733 32 2154 16182
175696,5653 28173 38126 22483 15959
176268,12822 50009 47002 47007 46998
176638,65 21250 34452 86672 24150
177089,52009 52016 52015 52014 52013
177373,5466 921 85660 5871 5660
178074,29764 45260 45272 12099 29800
178588,355 2856 2995 1617 357
178902,48223 69463 69945 45934 45940
178946,1792 26312 21823 7273 28399
179637,15595 117596 3701 3725 40654
179690,15222 9616 15225 1888 59630
179744,147596 152498 113691 129901 57568
180411,52020 52018 52017 52016 52015
180693,1573 356 1043 357 1105
180988,39606 8623 24764 60923 33603
181348,8700 11650 41167 1475 1698
181413,347 1545 1099 637 1533
181536,745 18063 55271 108505 1264
181782,15620 54554 5152 4510 6903
182123,3548 93026 93031 93034 93035
182147,79602 79601 2283 49180 43396
182605,2666 2513 67077 10899 11607
182959,9128 13973 3149 133566 25199
183367,42815 42830 42822 42820 42807
183704,14139 113100 84524 94052 56406
183959,650 382 350 721 1098
183987,118928 13817 118915 13810 13813
184048,14139 113100 84524 94052 56406
184787,58099 32705 45773 18204 71358
185441,19068 100949 64250 52008 52016
186401,54658 12007 37067 20035 54656
186899,45830 43737 10819 6678 40276
186960,14139 113100 84524 94052 56406
187284,13052 70937 4026 70945 5814
187935,65 494 24189 5258 10299
187991,7824 36400 3344 1699 36430
188190,3886 3880 68409 6418 3035
188906,18523 14928 2608 10811 41898
189264,156048 52012 52019 52018 52017
189295,7596 54823 6842 3395 24161
189309,1094 30878 494 1105 2782
189335,14139 113100 84524 94052 56406
189401,3065 156048 52016 52020 52019
189421,357 355 17888 1351 2885
189470,357 52 5790 236 3338
189719,21685 7344 7342 1045 34216
190315,14139 113100 84524 94052 56406
191220,18291 35567 35569 35573 4144
191454,13052 70931 10431 56270 14387
192447,350 382 650 355 13130
192510,2650 2297 46 1993 6788
192569,98122 98124 1993 1647 98123
192830,9096 10453 23181 24340 24337
192875,12544 62725 106490 14275 60934
192991,226 2855 1201 1038 32752
193043,17937 32712 16551 38600 37258
193081,9638 1098 687 639 50
193695,1096 1545 19397 1100 356
193711,5790 52 2955 21204 5798
194294,1634 101121 101120 101105 101119
194359,7025 18423 39801 33975 7041
194775,37351 18261 30684 63228 54179
195604,3077 9638 810 24724 3895
195614,9638 2666 2513 24097 24101
195710,73436 213 17575 73447 47281
196851,14139 113100 84524 94052 56406
196956,14139 113100 84524 94052 56406
197066,14139 113100 84524 94052 56406
197225,514 54558 144530 144519 144521
197384,7578 29864 43526 108050 45815
197417,2562 131505 114582 72409 128931
197510,694 69332 103098 71526 671
197576,41675 2314 32881 18230 4540
198156,24107 1100 9638 5081 1928
198166,706 3013 721 3393 3021
198174,13689 113778 121724 37081 38880
198427,38627 149453 91252 76182 22085
199421,64952 42976 43035 148695 43000
199426,1977 13646 7129 1784 2391
200335,35144 80267 47410 120570 74163
200419,1063 3863 756 2104 3862
200836,6253 61350 6269 51806 23135
201121,38789 1528 3394 2456 485
201550,21004 20982 20980 20979 20977
201721,740 2073 75725 134825 6189
201989,491 3827 639 721 2924
202447,156048 52012 52019 52018 52017
202687,14139 113100 84524 94052 56406
203076,19817 108148 86808 83055 120131
203090,8673 226 3253 1573 1100
203223,32105 18201 64998 67050 67051
203452,721 650 382 697 1546
203492,350 639 2955 5563 357
203686,14139 113100 84524 94052 56406
203871,1099 1097 650 347 3827
203901,1573 356 1105 10110 63130
204680,20037 65893 17698 7883 2314
204704,20416 93739 43480 20394 10824
204755,27315 20157 28342 1758 28323
205360,48580 83742 31674 28226 1269
205929,10112 27371 18595 1533 3253
206462,61340 50181 49808 82737 156048
206671,14139 113100 84524 94052 56406
206739,14139 113100 84524 94052 56406
206745,4814 92516 48392 48382 48383
206749,1698 2518 1476 52572 4868
206908,81474 7855 28516 3392 25606
206932,21099 10702 3681 1553 1128
207129,39016 131505 131506 87926 87917
207189,4517 5152 8129 15876 29005
207214,21 7596 24150 17604 65198
207357,1481 11827 11841 11824 11840
207588,22271 14157 22279 60876 1369
207662,14139 113100 84524 94052 56406
208666,92574 40065 140433 140431 140430
208862,5329 2493 30833 11058 12610
209090,14139 113100 84524 94052 56406
209491,1792 3916 1404 6253 62379
209980,14139 113100 84524 94052 56406
210921,2649 28198 131539 2650 2608
210953,11221 6816 7545 6802 18140
211526,156048 52012 52019 52018 52017
211806,2856 60907 7296 5798 60912
211816,156048 52012 52019 52018 52017
212296,18613 18657 18599 18630 18631
212413,32391 20039 80993 3397 4352
212423,122712 125266 71383 125270 21355
212735,10394 1011 6517 3319 34908
212958,156048 52012 52019 52018 52017
213259,9252 25908 74398 18519 23842
213742,428 2804 9220 11766 423
213795,91569 101026 128028 77 15489
213911,697 375 485 382 5601
213967,6130 4835 48820 6145 6846
214226,88341 89970 89972 89973 48229
214467,10903 1573 264 16457 9395
215113,64372 3121 1763 12605 8623
215114,156048 52012 52019 52018 52017
216348,639 2885 6451 491 1099
216964,864 17731 9169 3664 63425
217023,16499 99484 14408 13579 20945
217522,14139 113100 84524 94052 56406
217741,99708 99709 99720 99719 80336
218493,382 472 10703 356 1573
218517,14139 113100 84524 94052 56406
218639,11515 50565 2750 14352 25621
218827,12493 14502 69755 16488 4251
219052,101337 46723 823 101327 17132
219059,3338 639 271 491 1916
219065,19083 95607 104314 104310 104311
219367,382 350 1098 650 3727
220147,2657 61928 7370 16457 1471
220681,31705 56706 29747 15192 43353
220939,1094 2924 5258 3819 1834
221537,3077 639 1916 491 50
221815,14139 113100 84524 94052 56406
222344,382 1098 350 215 3913
222473,1180 66850 58357 66840 66841
222499,14139 113100 84524 94052 56406
222972,14139 113100 84524 94052 56406
223087,468 3886 65802 2805 47076
223622,697 375 485 382 5601
223915,15105 15102 7743 16197 64055
224169,32 4044 226 3952 8279
224262,66382 1130 4352 138234 14731
224374,42726 42736 98877 98873 42908
224592,3450 1993 2274 6793 6776
224905,356 19397 1573 1545 41224
224934,639 1096 347 19379 3845
225564,90213 8742 90216 90217 79949
225578,14139 113100 84524 94052 56406
225752,1336 38272 14759 17220 87497
225997,1094 5258 2924 3819 271
226031,16662 35165 25394 13109 32613
226190,14139 113100 84524 94052 56406
226470,14139 113100 84524 94052 56406
227413,46419 151799 46468 128297 32178
227943,14139 113100 84524 94052 56406
228228,58996 887 135182 135172 1122
228326,7740 40643 2561 15097 17063
228447,4132 2698 68111 4446 34328
