user_id,recommended_items
14624,266412 1443706 784737 72465 1404891
14792,1165605 1595372 1576126 1233470 460717
14966,504015 1065643 1210470 2592160 1919608
15006,723777 1796333 1297092 2427786 856444
15100,2319565 1552866 678970 540800 1889053
15549,823512 1492358 1053542 1241609 299236
15611,768905 306921 1206860 2501356 1060388
16228,2554023 2354025 2503756 249866 2235860
16874,536047 1053452 657183 1013617 2588490
16971,1025332 2803802 1468237 1535883 1441160
18097,1353323 2086837 1643868 866589 101277
18564,1576126 899111 1031169 2261058 1268239
18796,2730930 1822566 1551995 2127346 2613992
18994,1940835 595572 1834588 1956590 2013039
19544,401407 189286 1098414 1919107 1438995
19679,470905 1705607 2741406 1310020 409440
19704,2005759 1003934 1519044 66772 315564
20101,410980 1164312 2782153 481833 1876152
20679,1352341 2016557 2536529 1570917 2648694
20815,1385441 104285 2041008 2148901 426917
20979,2588067 1130445 2049896 1402002 965300
21195,1437485 1567110 738213 2475133 702386
21324,938287 2645314 1799122 266113 2050568
21578,2554023 2354025 2503756 249866 2235860
21627,1943650 1828740 1619968 2613182 2652244
21663,213472 57460 2617752 1598566 2235860
21813,79531 2651516 1886939 1212859 592140
21835,266412 1443706 784737 72465 650831
22107,2795800 291669 966964 1486947 921860
22206,787368 1594298 274885 2630362 583456
22591,2295790 1910875 2777527 1834588 2779372
22728,2554023 2354025 2503756 249866 2235860
23229,2554023 2354025 2503756 249866 2235860
23361,1438462 1672383 1644811 730450 1454884
23459,2313955 926721 1391091 2681849 546256
23667,1877578 1820501 580727 710180 2347446
23718,1671183 2719617 539540 1738837 447497
24419,2554023 2354025 2503756 249866 2235860
24465,536047 2791339 1244196 734196 2156629
25906,2762967 416315 955143 935775 259766
26038,1334568 1172251 557621 708144 2534752
26658,278589 1053452 310870 1473515 777911
27187,2348573 1432568 2102697 141739 192887
27501,1449017 439065 91487 692997 2693676
27638,777616 2785678 1382713 2101345 1502242
27707,384116 1729136 414146 1161026 1459355
27727,667505 2564347 698651 2751394 1072942
27845,784737 823512 657183 1241609 299236
27931,2418677 2480026 1325142 133371 1673327
28232,2118699 2640518 291669 2025243 1340660
28739,2768496 2584077 1292994 27179 426959
28801,61913 2192350 615048 1951059 146837
28972,1994344 1361778 2362712 1930482 1123911
29072,1074013 712901 186124 2703440 340121
29146,22262 447312 1900852 607660 1577212
29212,2616153 1342764 2073499 530185 2747332
29340,2667578 809531 1682399 262871 2580281
29449,2106311 784737 1162250 1092821 2348573
29519,2106311 343377 784737 1162250 2423978
30094,161547 2196902 235975 2173330 778315
30368,2554023 2354025 2503756 249866 2235860
30774,2554023 2354025 2503756 249866 2235860
30910,2698468 1124313 1023434 2629845 1748626
31318,2402625 376763 2523529 201335 799209
32111,2554023 2354025 2503756 249866 2235860
32371,941986 670891 1955277 1506681 1358988
32434,1765833 1623144 124767 350611 1859894
33119,2554023 2354025 2503756 249866 2235860
33317,72989 2706909 2080213 625040 1011346
33492,508531 687381 2283332 2515220 776079
33552,2616965 2819375 2225045 1834689 1531759
33704,2106311 784737 1953846 2313894 2593483
35125,1135753 2629320 575209 1158802 2237322
35517,356159 935911 1475164 626189 2379291
35752,575217 1812692 523908 609348 941564
36049,838380 506948 2330777 1110094 318899
36125,636889 1620145 1101378 632873 253152
36396,2554023 2354025 2503756 249866 2235860
36940,1334568 1330350 1689895 2546303 364056
37187,2554023 2354025 2503756 249866 2235860
37351,407695 1460337 2784378 2663736 2235860
38059,2282988 1499394 1600861 1334494 1112083
38189,1953846 1133414 1949821 542469 2261058
38365,1201171 915212 554928 1809836 2750341
38481,2214648 151772 2735795 2192350 2248257
38730,1330328 2625619 1500071 2218230 1509637
38944,1194923 1148565 760419 39971 600907
39189,2554023 2354025 2503756 249866 2235860
39773,2375097 666876 554780 1112539 1414251
39778,2329160 333351 1057942 25457 2696589
40141,830073 823512 1053542 1241609 299236
40180,1306320 8033 1515145 1671286 128763
40246,2414893 795918 2577029 2003192 2125001
40468,1252367 1807211 2503756 249866 1613050
41309,2554023 2354025 2503756 249866 723470
41345,1129104 156880 168140 2740003 1340384
41383,2807989 213776 2337788 2775986 302820
41403,2087109 1093941 2013441 1780771 152092
41629,1964226 2182823 192064 315932 132222
41649,781380 295878 1953348 1680624 4768
42051,1871437 2595806 934633 504383 2110131
42321,2554023 2354025 2503756 249866 2235860
42617,84304 2512859 789804 689551 2030181
42912,2663736 2149991 2193303 2354025 2503756
43088,2326315 1150528 151485 2493997 103457
43399,2409634 737018 414507 1328787 865231
43444,2554023 2354025 2503756 249866 2235860
44628,297118 1048951 7765 1152332 612412
46074,2554023 2354025 2503756 249866 2235860
46106,522516 797903 158698 838240 1724451
46377,2726863 1078298 162125 335428 2133029
46391,463346 1401265 1868051 2618356 1125616
46874,437245 1244787 1092821 2198329 1325341
47353,1165737 276159 952054 700812 2363209
47387,1796870 2273119 2321584 944367 1975807
47475,2791339 1443706 1244787 1092821 818215
47662,971906 1278190 284191 550216 532298
48463,2554023 2354025 2503756 249866 2235860
48478,1069034 1062189 440429 2213228 2330147
48675,2362507 953966 1002212 1498369 1482800
48789,1071982 1566296 1886939 1682300 1527663
49239,2239960 561002 377107 436140 2467686
49334,2178845 453607 993331 2663736 2235860
49418,1386412 784737 734196 1269685 486936
49794,854603 1367732 1608608 1083048 2243113
50754,503355 1395030 36074 1872335 816990
50874,2554023 2354025 2503756 249866 2235860
51289,835030 214968 1701575 2013513 2649308
51380,220536 1766736 518244 2415019 698130
51416,1486097 1180351 449441 107638 2771419
51445,387201 333351 291687 2284659 1520269
51851,117291 2614033 948208 1438284 980979
52067,2325934 1954786 555100 697872 952739
52207,402947 1400209 1571176 886018 1454772
52730,1776330 1069281 1854085 2466095 471520
52831,1174707 2229058 39282 2450180 1226825
53121,2073025 2169741 810648 2725548 592839
53574,431442 1769523 1782499 1776696 2809246
53638,2655021 1926071 2058495 569065 886524
53677,436574 2780989 1611635 2249221 59320
53760,850402 2396028 624264 1808597 2250299
53874,1880316 1808294 827235 1171985 1744749
54382,2402625 376763 2453758 2005216 799209
55261,1893956 1052977 1660817 1718972 1929202
55358,574598 1438622 1683738 2476350 703685
55450,256030 1098170 1199807 2740435 2747710
55534,2554023 2354025 2503756 249866 2235860
56110,789804 2774804 2030181 1523307 800397
56216,668146 1874971 2273931 468120 2503671
56227,2512414 815376 445343 512040 42492
56317,1734660 1634191 2229203 1256381 642362
56439,1912448 1833456 1400410 1056823 164045
57013,266412 1928254 784737 72465 2591944
58197,734196 1244787 2156629 1092821 1325341
58250,1651000 573820 2821618 2533348 1011848
58548,462463 899546 1390152 1748104 2740489
58600,2554023 2354025 2503756 249866 2235860
58624,2778525 2487208 1742926 1233470 589524
58695,1154255 676386 506649 1002823 1555269
58784,2554023 2354025 2503756 249866 2235860
58798,2554023 2354025 2503756 249866 2235860
58833,2354859 2698468 1597526 220536 280356
59104,297246 826075 1546716 739483 1834588
59135,288960 1021259 2422079 2756633 1826051
59546,1130719 18311 1106153 2162924 1651966
59782,2499112 654546 589736 1602243 559387
59842,796373 154639 2079278 1899627 2401654
60155,512254 2436495 2599505 1945224 1406253
60471,2077189 2404405 2616954 2767776 2347794
60496,2554023 2354025 2503756 249866 2235860
61016,830073 823512 1053542 1241609 299236
61298,1903410 2680800 156449 855938 1186979
61873,1087074 31211 2044916 2101660 597331
62808,1125288 965536 75950 2782888 1892551
62908,1352341 1646403 161973 2016557 2648694
62914,2554023 2354025 2503756 249866 2235860
63061,1301316 2215552 215219 2782636 106878
63163,1882624 2554023 2354025 2503756 2235860
63322,410583 1091373 2699201 2832110 1593549
63597,2679463 717127 2314860 289458 1323464
63753,327663 1418116 2000211 1702283 2573560
63872,2393870 1587221 2412508 206143 836026
64303,536047 1443706 657183 734196 470426
64930,1894338 2466171 1127915 1001511 1073910
65592,1244196 1559941 665194 2371498 1185969
66592,2554023 2354025 2503756 249866 2235860
66908,2554023 2354025 2503756 249866 2235860
67173,1751866 1824527 1969962 1846980 553345
67354,2827170 1734021 1960460 1021608 987489
67659,1233470 2430875 1577072 2579350 274499
67705,2795800 1898936 2075329 1310522 1822946
67752,2554023 2354025 2503756 249866 2235860
67939,1436505 275226 928497 624196 117623
69088,2554023 2354025 2503756 249866 2235860
69418,1140869 2589073 1324045 1124068 970906
69428,1368635 2354697 592113 129303 1662318
69757,1132713 723470 1111695 2017638 2716162
70134,1386412 784737 1162250 1092821 486936
70534,1814370 19469 201362 2203450 1909985
70547,59721 2572073 695525 1492066 2826129
70649,266412 1443706 1053452 784737 1233470
70855,2635038 2265526 846220 1596007 2017178
71226,2707666 2409634 215823 114075 1466202
72027,466597 2774804 1686940 2051097 1036813
72461,2348573 1432568 2102697 141739 192887
72570,18872 1240553 1969964 1357215 726219
73454,1130119 1678673 1906504 1646701 2626175
73471,1644077 83460 2130303 1096192 2392405
73525,1440284 1643638 279447 2253381 572716
74032,2554023 2354025 2503756 249866 2235860
74663,196678 1688276 2272378 45637 1413621
75611,830073 1376058 1334568 1126599 215982
76103,731 116763 1785959 1638377 1246598
76608,1325395 1480067 874136 1342499 2235860
76720,536047 1244196 657183 1725329 1748626
77440,2665701 2031753 2493229 2084855 1253797
77641,2796479 1140869 1953846 1092821 2005388
77738,2215552 1160495 2558066 1410598 1089084
77942,2554023 2354025 2503756 249866 2235860
77992,417788 1701345 1867142 1637070 1862258
78016,524862 2780684 1911434 1552463 1673355
78100,1773768 1678673 1351870 1804467 2268343
78298,2554023 2354025 2503756 249866 2235860
78784,522516 2552884 2672526 2379060 2517488
79349,611103 1390003 2457005 524291 39524
79426,984463 2649788 791709 2074256 740285
79738,2491720 1538768 1316440 607002 1718395
79802,278589 79531 428698 2259652 1886939
80026,784737 2402625 1269685 473429 2724744
80113,2554023 2354025 2503756 249866 2235860
80743,1322778 2632445 2150560 81951 2582368
80933,1570992 1233361 2320612 1757904 1225606
81213,2316764 2178356 1175519 1002483 654547
81342,2375608 1347703 1770649 782207 2596053
81375,2554023 2354025 2503756 249866 2235860
82204,920520 2825431 2070062 1496156 2260759
82500,1124120 1236845 2126862 88315 83582
82645,1849280 586804 1776696 458062 613925
82778,2778525 1981881 1040073 750880 225577
82848,2554023 2354025 2503756 249866 2235860
82953,1106543 2346802 1796035 1793991 2350341
83200,1888822 2251758 1754448 310301 2835219
83840,2413494 2595123 1359018 1449902 1605047
84028,1345329 2055902 441319 1798292 229906
84579,2595020 437051 1199838 2646878 765079
84814,2554023 2354025 2503756 249866 2235860
84989,1844001 1724412 2190195 1384921 2607492
85006,2230333 977209 534890 2613531 2614235
85011,1820191 1350991 147908 2642889 1769599
85432,5506 1911398 774842 2234200 2538233
85921,2589286 1558851 2626770 1738099 2656002
85958,2554023 2354025 2503756 249866 2235860
85991,594879 2278924 1879708 2456206 176417
86194,1351265 272773 2655712 715039 730318
86285,1201171 1352341 1576126 1117449 2784272
86316,1728196 223914 1569969 1342216 1224875
86856,2226505 2554023 2354025 2503756 2622472
87127,2554023 2354025 2503756 249866 2235860
87569,2561913 1074013 895600 33027 1776696
87622,1140869 2588490 1487760 2831562 777911
87629,472040 1244196 1106543 665194 2371498
88090,2669572 1927329 2212379 1094553 1770844
88699,2027015 1880316 2435701 1362042 1536575
89595,2554023 2354025 2503756 249866 2235860
89700,2191983 1519543 535530 1241464 1899627
90134,1638261 2554023 771453 1560697 1096954
90275,2127383 1756599 1370250 2233194 44780
90552,190851 1116009 1869729 905422 1321783
90609,2698468 823512 478208 1636910 1283135
90615,2705759 2117630 1092821 374376 1317156
90733,1492887 1857507 1106820 98202 429512
91295,1117449 1632813 1330350 2117370 1752927
92019,767198 2379060 2678570 2435912 997591
92182,2554023 2354025 2503756 249866 2235860
92343,2650926 1229646 2430209 1347243 1652258
93312,2554023 2354025 2503756 249866 2235860
93887,459760 2683130 1878477 2256744 477713
93930,2635038 744840 973863 2429398 251069
94336,1065321 2554023 2503756 227721 1768261
94417,2002097 536047 1386412 1053452 437245
94548,2554023 2354025 2503756 249866 2235860
94665,146576 2427786 1241389 574659 1814234
94805,266412 1443706 784737 1793991 858863
94918,39611 2508550 359087 1013235 2196440
94945,1963831 1849816 1680835 2280197 265380
95321,1352341 1646403 2016557 2536529 1570917
95619,2554023 2354025 2503756 249866 2235860
96109,2791339 1162250 437245 2525841 2068934
96164,1150235 1106329 122138 2223269 189687
96187,343132 1750840 62887 900207 2629845
96756,2554023 2354025 2503756 249866 2235860
97135,1297092 761471 231115 129952 2411145
97204,2535653 740037 2438844 2138340 2075581
97375,291669 484085 1729066 33161 279597
98005,628936 2781292 904191 1956518 2807522
98174,2554023 2354025 2503756 249866 2235860
98287,1588612 243570 2355206 996279 2042027
98458,292139 1269484 1959050 2533740 1797481
98716,640181 977056 2200859 1591820 1381522
99109,943540 2548255 2483340 1787091 2049273
99155,2554023 2354025 2503756 249866 2235860
99208,1765833 1165605 1920047 2603642 1511611
99598,2554023 2354025 2503756 249866 2235860
99751,1122301 1294471 666394 957561 1102990
99972,450325 202573 1627875 1062183 603575
100399,2407173 1931543 1152752 1946817 77277
100521,1627100 2113458 175200 1964124 1789441
100803,1604573 1780723 2822479 638712 2439247
101222,1229646 2635038 2186445 2520810 2251345
101236,723777 2127017 1297092 2427786 856444
101276,2783024 2498371 1612933 2523240 882187
101454,2554023 2354025 2503756 249866 2235860
101666,1855604 1776330 1244196 650831 2459081
101774,2077410 1711466 1833247 652755 1667641
101857,2554023 2354025 2503756 249866 2235860
102002,2554023 2354025 2503756 249866 2235860
102545,2472065 68980 1812803 667197 2771490
102885,111095 2815969 1749097 1846186 1342651
103027,1950432 2160042 1373660 1935754 2087061
103310,1153695 1510814 1576930 569169 2003312
103669,2178356 2477983 1392154 2439323 2584706
104001,266412 1443706 784737 1953846 2103306
104796,2021725 1615721 2001096 1569562 196294
104965,743018 124767 2722910 1852396 1629741
106202,2554023 2354025 2503756 249866 2235860
106391,86160 2138340 2265173 2517245 2756163
107447,2554023 2354025 2503756 249866 2235860
107528,1311818 2521480 1545163 924558 1933186
107952,2554023 2354025 2503756 249866 2235860
108109,2778525 2487208 1092821 1233470 818215
108891,1739831 2325036 2652961 248960 1683738
108961,2554023 2354025 2503756 249866 2235860
109308,360955 1815438 854462 1287089 1114345
109548,2455056 1431225 1178111 2485104 2672996
109646,2625619 1865831 2083147 294812 595729
109809,2533468 1024305 1006762 1095035 2698889
110004,408209 790148 1199536 1967341 737769
110221,2554023 2354025 2503756 249866 2235860
110636,119685 1621632 967685 959862 2403048
110951,1180855 468945 1498463 1711226 1090147
111479,37010 2005007 982132 1592554 2763807
111602,2252536 483758 2538960 783964 294201
111836,469834 2241761 902589 2606682 2502265
113405,2680800 2014730 1024000 1847434 161817
113510,657183 1069281 1244787 2037855 2198329
113784,1223431 1835032 2522189 2319886 956013
113942,1938154 2432821 1874575 1525042 1972832
114764,2554023 2354025 2503756 249866 2235860
115337,2660436 823512 1233470 1983719 299236
115389,2554023 2354025 2503756 249866 2235860
115642,2794661 2053655 707733 1038022 760337
115791,595394 493658 88878 1443594 2755706
116228,2038621 1219939 1506892 1983868 2371870
116670,1440827 1657621 2512193 2513344 1711681
116847,79531 410414 1053542 2031981 1129899
116871,986844 2558044 2485664 927712 2336407
117095,2230929 2177936 1314868 311284 2583083
117355,2635410 2478991 2395920 915038 1377475
117952,1142277 1035946 918754 66313 2659001
118118,1731112 2746519 1165223 229304 2162032
118326,2554023 2354025 2503756 249866 2235860
118441,104661 2193303 1915573 1661018 2614517
118743,1066304 1562853 2451909 44087 1143366
119429,432522 619756 133092 2093822 1651685
119526,2554023 2354025 2503756 249866 2235860
119952,692994 311882 1072942 2750341 2465194
120436,2002097 2106311 1386412 1162250 437245
120617,1434088 2259652 2209141 685023 969232
121169,1258922 216920 1598301 1876215 1442524
121312,36560 384787 1684013 2060655 2653387
121482,1725329 2621394 907363 272016 57000
121594,915212 2490294 542469 899111 718932
121611,536047 2791339 1244196 657183 470426
121662,1928254 830073 1133414 2086041 1334568
121757,2176557 2680267 2000569 1868572 1118492
122086,2554023 2354025 2503756 249866 2235860
122087,2106311 343377 784737 365608 1162250
122260,2554023 2354025 2503756 249866 2235860
122394,2554023 2354025 2503756 249866 2235860
122653,2554023 2354025 2503756 249866 2235860
122688,2554023 2354025 2503756 249866 2235860
122826,480222 1577379 1206594 703135 1108205
122862,2554023 2354025 1784363 1061144 1988552
123738,1883195 801221 1242797 2358847 2543586
123936,1725193 380028 1496911 1548709 1708134
124188,2778525 2175889 823512 1509657 1580530
124399,1633919 315188 163909 891563 872873
124663,1359267 1912661 1186663 2367018 1300287
124833,2554023 2354025 2503756 249866 2235860
125035,364185 920168 949257 1074488 2084369
125163,1693774 775959 534634 1598702 2195294
125183,2403810 1514815 1851586 594728 1712087
125749,2725413 2595002 2193303 249866 723470
125921,954549 2764475 2083377 922220 2523168
126548,998626 122552 2778895 48149 147895
126643,1151985 935699 2557025 423316 2255560
126771,2053198 667882 1741651 1685355 1149669
127238,2554023 2354025 2503756 249866 2235860
127260,1394852 1204168 744213 2463449 1885036
127289,2313894 365608 406231 1287265 818215
127607,959835 1198816 763308 866270 1374359
128258,35677 48646 221336 968024 2155718
128444,1014151 2400695 497204 1717846 639606
128892,1152499 126313 356316 1341969 2555587
129287,209611 2561913 1888822 557005 246014
129582,2665644 2503756 723470 257971 2235860
129765,723777 670839 2551376 1772772 1228719
130419,1107948 876917 1461722 2262293 1297827
131287,668146 1249934 468120 2680669 1048520
131400,710013 1013617 1654085 1176668 2539956
131843,625711 576752 1023434 2603642 2622787
131876,2796479 1140869 1953846 1092821 299236
132162,2170079 2109684 425910 81952 2296915
132303,1244196 2271421 665194 2371498 1185969
132458,536047 2791339 1244196 657183 470426
133042,2554023 2354025 2503756 990808 2235860
133480,722707 490799 2734477 852429 2413966
134993,2554023 2354025 2503756 249866 2235860
135249,1658536 1806126 1475904 1413362 2531526
135647,1492358 69934 534471 690711 992592
135701,317172 2193303 1639689 1757655 2235860
135905,2791339 2091019 1133414 1092821 818215
136018,950355 1514033 164914 1699403 227260
136346,616169 1807211 2503756 249866 723470
136526,2554023 2354025 2503756 249866 2235860
136595,829842 1373660 1319362 57227 2282800
136741,2554023 2354025 2503756 249866 2235860
136883,2487208 1776330 650831 2420135 873699
137168,787225 779663 1452380 1886494 1469892
137251,1665764 1974596 2609595 2168392 2268295
137295,419011 2207283 2781263 2778162 243973
137522,555605 1404891 1560853 12086 1893973
137940,2619286 1880228 1017408 600907 92938
138017,1812156 2001169 1173526 1518374 173043
138722,2698468 1244196 1162250 1249278 1619659
138977,1181640 1120064 1699953 472894 1250084
138982,1244196 1162250 1854085 2591944 1249278
139306,979758 278380 238571 1056433 2091693
139725,988140 770243 1692202 1993445 217264
139968,1749131 2791179 2759950 101716 901206
140225,2554023 2354025 2503756 249866 2235860
140830,1888822 204410 557005 712901 2436471
141431,2554023 2354025 2503756 249866 2235860
141434,1626991 1233470 2027551 2158566 2341480
141654,1994643 659002 533452 2556498 2672208
141923,2191983 2118847 959835 517931 274213
142537,2554023 2354025 2503756 249866 2235860
142751,2625619 2083147 294812 2734883 2085819
142825,475030 1683951 902958 907629 1186344
142969,1854785 1993965 2491679 1083606 2572084
143178,2554023 2354025 2503756 249866 2235860
143537,423127 2548274 257339 8534 1889854
144144,297118 1048951 1626797 2445142 612412
144191,2554023 2354025 2503756 249866 2235860
144636,2554023 2354025 2503756 249866 2235860
144643,830073 823512 1053542 1241609 299236
144750,1085691 1842076 377046 688481 2824193
145381,1752461 203998 463780 1302658 2799311
145533,215119 2590882 1515517 1807211 1855221
145734,895691 1025261 478229 2411275 1540202
145853,1274931 2177203 2499593 1423150 343905
146193,2554023 2354025 2503756 249866 2235860
146199,2358688 1828649 131972 1029282 1254275
146286,2554023 2354025 2503756 249866 2235860
147516,2168475 996809 710280 1617143 14693
147664,271018 2053946 2109738 783582 751897
148342,213276 2772337 701784 2573871 805458
148749,981752 2516254 271161 281683 1608513
148981,1460140 678167 1701087 918161 2185508
149198,2554023 2354025 2503756 249866 2235860
149616,2554023 2354025 2503756 249866 2235860
150039,1694879 1402155 1055757 518440 2032718
150057,2002097 536047 343377 486936 135794
150611,2639681 901757 536707 2181039 1029096
150721,204306 1807211 2503756 249866 723470
150852,2668891 1068127 2617987 1999352 1388293
150854,943330 298306 857501 1241193 751401
150858,2450694 2339688 2590849 2056649 1339831
150949,1984327 1322673 131057 2641274 1864541
150980,412368 2469176 2490102 1134325 2765605
151024,1065390 1378326 1541679 2289347 556291
151528,2589086 949723 1945470 2464575 96802
151666,2554023 2354025 2503756 249866 2235860
151707,2090363 573346 654546 2567676 1521704
152067,2621829 920520 2312162 1419444 604795
152831,1036813 1701534 2471614 1732140 849606
153486,2295790 933959 942231 1196284 796124
153970,595394 1982817 640579 398211 1648594
154279,2101342 880871 410980 1655256 173227
154525,573346 1692648 1463901 196631 1410898
154692,2468829 1006459 1834588 731035 1104795
155196,1912171 1532624 2129949 2693923 1283970
155704,143718 1965965 1770853 1212173 1223605
155734,2554023 2354025 2503756 249866 2235860
155750,2796479 1140869 1953846 1092821 2005388
156207,1578157 2593380 728312 2239152 785486
156682,1056667 2083881 872103 377222 2379060
156731,1219871 1270504 2587438 1431802 2549873
156890,1098952 1807211 2503756 249866 2235860
157018,2784725 983860 652373 2830270 540321
157347,145464 2127017 222355 444211 1219865
157372,1244787 2156629 1092821 2198329 1491132
157411,132683 1646915 2522165 1634882 2039524
157436,918896 680212 760863 2255813 2755148
158275,2554023 2354025 2503756 249866 2235860
158445,2554023 2354025 2503756 249866 2235860
158466,1003471 934288 2598633 729163 1968330
158759,1879352 1873956 49247 1100895 539157
158786,1427787 2470095 1044514 2430431 484718
158919,2554023 2354025 2503756 249866 2235860
158944,2554023 2354025 2503756 249866 2235860
159617,1432568 2102697 141739 192887 2710791
159701,1901910 2687072 606934 1556166 870096
159921,202243 2410674 657324 377787 2315276
160502,1206499 108506 2411433 512145 2506143
160533,1386071 376645 974574 2584079 1340818
160623,2647518 2115872 782174 373978 1926365
161242,823512 1241609 2050631 2503266 466593
161521,1376058 1876393 1398673 404399 356986
161612,466597 170673 2825431 2255841 2320079
161662,2554023 2354025 2503756 249866 2235860
162063,905532 2726833 426590 1872655 1566006
162457,2798665 1409733 473820 288342 704099
162510,2336701 1380296 612155 484624 1109355
162529,2178356 1429918 1002483 654547 2356211
162564,1807211 905345 2135462 1133855 2235860
162646,2106404 1095833 2249093 1828371 285027
164126,2554023 2354025 2503756 249866 2235860
164502,2600575 1289358 955477 270332 2686638
165095,1686460 2182518 1861415 1301429 862981
166047,1909417 1376537 1222747 2336722 1775459
166280,266412 1443706 784737 72465 569889
166546,921099 2006769 1226283 1743513 2069490
166998,109883 110691 1361731 569973 1765333
167169,1229646 2635038 691437 1899627 1001873
167292,1140869 365608 691407 325294 2552406
167793,2564608 2169930 1262181 40373 1802195
167910,2796479 1140869 1953846 1092821 2005388
168003,1833376 2622874 88394 972455 70472
168241,2309062 578109 2616360 1804714 1459037
168452,2536529 1124377 975192 731669 1309526
168573,2784011 784932 1087533 950196 1901307
168880,2554023 2354025 2503756 249866 2235860
168971,2554023 2354025 2503756 249866 2235860
169437,1577113 1521687 1151791 447800 1514844
169786,1053452 1576126 1053542 1874971 2261058
170008,42356 229304 253152 1438676 262865
170333,2815969 2000783 684588 2680373 554590
170601,1576126 2417644 2709027 1132146 1542695
170611,2344212 1179162 1497519 2209534 2656457
170666,1319362 1448091 2282800 7799 909550
171078,2554023 2354025 2503756 249866 2235860
171152,50489 2149991 2193303 2354025 2503756
171375,2435845 2309225 1686060 609124 2625795
171516,2313894 365608 668899 2772237 28638
172325,1317915 979758 1656449 2496236 1638236
172413,1926513 1553018 243727 2494962 1896876
172636,1405795 2031699 655955 187370 2305047
173125,1249934 823512 1873936 468120 1597482
173245,2554023 2354025 2503756 249866 2235860
173555,988140 2054979 848375 217264 1111097
174181,584053 1193743 2827667 631013 2324330
174608,663621 2474065 888916 1436059 1252078
174882,2554023 2354025 2503756 249866 2235860
175027,1064266 1115569 1503597 2364902 67404
175162,2554023 2354025 2503756 249866 2235860
175344,2523529 1907947 2431697 1437002 2160117
175369,2554023 2354025 2503756 249866 2235860
175546,951143 933025 526888 1758839 2336873
175644,784737 734196 1092821 1269685 2413494
175696,1844001 2506278 1414122 2421570 507562
176268,834839 1728212 2076903 571745 534250
176638,1624781 461272 2481827 2639343 1757662
177089,2631529 1807211 2108951 2149991 2193303
177373,2431623 2547597 1203465 1936073 2424619
178074,1814095 2644598 132261 980154 148312
178588,2073556 266412 72465 2466095 569889
178902,2573031 59796 248283 1641567 1746809
178946,2436486 1686571 2774733 409794 4271
179637,2792080 1412987 2499650 704209 174008
179690,101277 350807 1865557 2094063 1998585
179744,1746008 1992780 2089732 544246 1094985
180411,2149991 2193303 2354025 2503756 723470
180693,437245 1244787 2156629 1092821 2198329
180988,2599716 542485 567612 366916 2413839
181348,1168494 1960599 1911499 1005319 778969
181413,365608 579292 84304 554760 1249278
181536,447873 736999 1730546 1699036 1921030
181782,2313988 2211447 903607 1741291 278900
182123,1430443 138314 25838 881194 1438546
182147,2193226 1583388 2168620 631259 661298
182605,692994 2325510 921099 1874971 2545203
182959,18872 1240553 10976 726219 1999450
183367,428225 1491148 1807211 249866 2235860
183704,2554023 2354025 2503756 249866 2235860
183959,266412 2106311 1443706 784737 1092821
183987,2652812 2423663 795802 2755442 1158914
184048,2554023 2354025 2503756 249866 2235860
184787,1724730 2389796 523908 187703 114551
185441,1676127 441920 1858342 2112622 2425049
186401,2427151 2564608 1709691 498876 1626412
186899,1416061 249866 1111695 2074006 251935
186960,2554023 2354025 2503756 249866 2235860
187284,174892 2531882 2175700 467458 274608
